source,target,weight
11.5 W,31 W,1
11.5 W,47 W,2
11.5 W,20 W,2
11.5 W,72 W,1
11.5 W,91 W,1
11.5 W,125 W,1
11.5 W,173 W,1
11.5 W,95 W,2
11.5 W,260 W,1
11.5 W,245 W,2
11.5 W,19 W,1
11.5 W,75 W,2
11.5 W,70 W,2
11.5 W,85 W,2
11.5 W,4 W,1
11.5 W,112 W,1
11.5 W,90 W,2
11.5 W,69 W,1
11.5 W,24 W,1
11.5 W,12 W,2
11.5 W,140 W,2
11.5 W,73 W,1
11.5 W,205 W,1
11.5 W,80 W,2
11.5 W,40 W,1
11.5 W,105 W,2
11.5 W,7 W,1
11.5 W,65 W,2
11.5 W,21.5 W,1
11.5 W,60 W,2
11.5 W,300 W,1
11.5 W,28 W,2
11.5 W,79 W,1
11.5 W,51 W,1
11.5 W,200 W,1
11.5 W,52 W,1
11.5 W,50 W,2
11.5 W,135 W,2
11.5 W,54 W,2
11.5 W,5 W,2
11.5 W,18 W,1
11.5 W,43 W,1
11.5 W,155 W,1
11.5 W,8 W,1
11.5 W,27 W,1
11.5 W,120 W,2
11.5 W,77 W,1
11.5 W,21 W,1
11.5 W,57 W,1
11.5 W,53 W,1
11.5 W,32 W,1
11.5 W,84 W,1
11.5 W,160 W,2
11.5 W,115 W,2
11.5 W,45 W,2
11.5 W,145 W,2
11.5 W,225 W,1
11.5 W,16 W,1
11.5 W,13 W,1
11.5 W,9 W,2
11.5 W,37 W,1
11.5 W,87 W,1
11.5 W,165 W,2
11.5 W,3 W,1
11.5 W,230 W,1
11.5 W,82 W,1
11.5 W,215 W,1
11.5 W,14 W,1
11.5 W,9.5 W,2
11.5 W,25 W,2
11.5 W,17 W,2
37 W,135 W,1
37 W,270 W,1
37 W,150 W,1
37 W,54 W,1
37 W,5 W,1
37 W,18 W,1
37 W,47 W,1
37 W,20 W,1
37 W,43 W,1
37 W,155 W,1
37 W,8 W,1
37 W,27 W,1
37 W,120 W,1
37 W,77 W,1
37 W,95 W,1
37 W,53 W,1
37 W,57 W,1
37 W,245 W,1
37 W,84 W,1
37 W,160 W,1
37 W,75 W,1
37 W,85 W,1
37 W,70 W,1
37 W,115 W,1
37 W,90 W,1
37 W,45 W,1
37 W,145 W,1
37 W,225 W,1
37 W,13 W,1
37 W,9 W,1
37 W,69 W,1
37 W,12 W,1
37 W,87 W,1
37 W,140 W,1
37 W,165 W,1
37 W,3 W,1
37 W,80 W,1
37 W,40 W,1
37 W,105 W,1
37 W,82 W,1
37 W,7 W,1
37 W,65 W,1
37 W,14 W,1
37 W,9.5 W,1
37 W,300 W,1
37 W,60 W,1
37 W,28 W,1
37 W,25 W,1
37 W,17 W,1
37 W,52 W,1
37 W,50 W,1
17 W,270 W,1
17 W,150 W,5
17 W,56 W,1
17 W,25.4 W,1
17 W,19.5 W,1
17 W,3.3 W,1
17 W,27.5 W,1
17 W,22.5 W,1
17 W,18.3 W,1
17 W,57.8 W,1
17 W,8.5 W,2
17 W,1.4 W,1
17 W,91 W,1
17 W,125 W,1
17 W,0.65 W,1
17 W,95 W,5
17 W,260 W,1
17 W,20.8 W,1
17 W,19 W,2
17 W,70 W,3
17 W,17.6 W,1
17 W,4 W,2
17 W,65.8 W,1
17 W,90 W,3
17 W,13.1 W,1
17 W,29 W,1
17 W,69.2 W,1
17 W,69 W,1
17 W,66.7 W,1
17 W,14.1 W,1
17 W,80 W,5
17 W,26.7 W,1
17 W,40 W,4
17 W,105 W,5
17 W,16.5 W,1
17 W,7 W,2
17 W,60 W,4
17 W,300 W,1
17 W,23.3 W,1
17 W,21.3 W,1
17 W,51 W,1
17 W,200 W,1
17 W,26.1 W,1
17 W,19.2 W,1
17 W,29.6 W,1
17 W,135 W,3
17 W,54 W,2
17 W,18.8 W,1
17 W,5 W,2
17 W,22.8 W,1
17 W,18 W,2
17 W,43 W,1
17 W,2.2 W,2
17 W,155 W,2
17 W,120 W,4
17 W,77 W,1
17 W,57 W,1
17 W,84 W,1
17 W,160 W,2
17 W,115 W,3
17 W,71.8 W,1
17 W,45 W,4
17 W,61 W,1
17 W,145 W,2
17 W,9 W,3
17 W,14.5 W,1
17 W,87 W,2
17 W,165 W,2
17 W,3 W,2
17 W,215 W,1
17 W,14 W,2
17 W,27.4 W,1
17 W,9.5 W,2
17 W,59.2 W,1
17 W,136 W,1
17 W,33 W,1
17 W,54.7 W,1
17 W,30 W,3
17 W,3.5 W,1
17 W,31 W,2
17 W,30.8 W,1
17 W,47 W,2
17 W,20 W,5
17 W,86 W,1
17 W,38 W,1
17 W,72 W,2
17 W,173 W,1
17 W,245 W,2
17 W,185 W,1
17 W,75 W,3
17 W,23.6 W,1
17 W,85 W,3
17 W,16.8 W,1
17 W,64 W,1
17 W,112 W,1
17 W,6.1 W,1
17 W,2.5 W,1
17 W,51.6 W,1
17 W,3.6 W,1
17 W,11.7 W,1
17 W,24 W,2
17 W,12 W,2
17 W,140 W,2
17 W,73 W,2
17 W,23 W,2
17 W,205 W,1
17 W,22 W,1
17 W,1.3 W,1
17 W,34 W,2
17 W,65 W,5
17 W,21.5 W,2
17 W,28 W,4
17 W,79 W,1
17 W,20.6 W,1
17 W,52 W,1
17 W,50 W,5
17 W,34.5 W,1
17 W,25.9 W,1
17 W,2.4 W,1
17 W,170 W,1
17 W,8 W,2
17 W,27 W,2
17 W,30.7 W,1
17 W,21 W,1
17 W,24.6 W,1
17 W,15.8 W,1
17 W,53 W,1
17 W,32 W,1
17 W,17.5 W,1
17 W,27.3 W,1
17 W,13.2 W,1
17 W,48 W,1
17 W,225 W,1
17 W,16 W,1
17 W,13 W,3
17 W,8.1 W,1
17 W,230 W,1
17 W,68 W,1
17 W,82 W,2
17 W,9.7 W,1
17 W,44 W,2
17 W,77.5 W,1
17 W,25.7 W,1
17 W,2 W,1
17 W,25 W,4
17 W,15.5 W,1
5 W,270 W,1
5 W,150 W,2
5 W,31 W,1
5 W,47 W,2
5 W,20 W,2
5 W,104 W,1
5 W,72 W,1
5 W,91 W,1
5 W,125 W,1
5 W,173 W,1
5 W,95 W,3
5 W,260 W,1
5 W,245 W,2
5 W,19 W,1
5 W,75 W,3
5 W,70 W,2
5 W,85 W,2
5 W,4 W,1
5 W,112 W,1
5 W,90 W,2
5 W,69 W,1
5 W,24 W,1
5 W,12 W,2
5 W,140 W,2
5 W,73 W,2
5 W,205 W,1
5 W,80 W,2
5 W,40 W,1
5 W,105 W,2
5 W,7 W,1
5 W,65 W,3
5 W,21.5 W,1
5 W,60 W,2
5 W,300 W,1
5 W,28 W,2
5 W,79 W,1
5 W,51 W,1
5 W,200 W,1
5 W,52 W,1
5 W,103 W,1
5 W,50 W,2
5 W,135 W,3
5 W,54 W,2
5 W,110 W,1
5 W,89 W,1
5 W,18 W,1
5 W,43 W,1
5 W,155 W,1
5 W,8 W,1
5 W,27 W,2
5 W,120 W,2
5 W,77 W,1
5 W,21 W,2
5 W,57 W,1
5 W,53 W,1
5 W,32 W,1
5 W,84 W,2
5 W,160 W,2
5 W,115 W,3
5 W,45 W,2
5 W,145 W,2
5 W,225 W,1
5 W,16 W,1
5 W,129 W,1
5 W,13 W,1
5 W,9 W,2
5 W,87 W,1
5 W,165 W,3
5 W,3 W,1
5 W,230 W,1
5 W,82 W,1
5 W,215 W,1
5 W,14 W,1
5 W,9.5 W,2
5 W,25 W,2
7 W,10.63 W,1
7 W,270 W,1
7 W,150 W,2
7 W,19.5 W,1
7 W,3.3 W,1
7 W,8.5 W,1
7 W,1.4 W,1
7 W,91 W,1
7 W,0.65 W,1
7 W,33.4 W,1
7 W,95 W,2
7 W,20.8 W,1
7 W,19 W,1
7 W,70 W,2
7 W,4 W,1
7 W,90 W,3
7 W,32.2 W,1
7 W,54.3 W,1
7 W,69 W,2
7 W,30.4 W,1
7 W,26.9 W,1
7 W,97 W,1
7 W,80 W,3
7 W,66.1 W,1
7 W,40 W,3
7 W,105 W,2
7 W,102.9 W,1
7 W,122 W,1
7 W,20.5 W,1
7 W,60 W,3
7 W,300 W,1
7 W,135 W,1
7 W,54 W,1
7 W,18 W,1
7 W,58 W,1
7 W,43 W,1
7 W,81.8 W,1
7 W,2.2 W,1
7 W,155 W,1
7 W,81.9 W,1
7 W,120 W,2
7 W,28.9 W,1
7 W,77 W,2
7 W,55.5 W,1
7 W,69.7 W,1
7 W,57 W,2
7 W,84 W,1
7 W,160 W,1
7 W,66.2 W,1
7 W,110.7 W,1
7 W,115 W,1
7 W,66.8 W,1
7 W,45 W,2
7 W,61 W,1
7 W,145 W,1
7 W,100 W,1
7 W,9 W,1
7 W,34.8 W,1
7 W,32.1 W,1
7 W,66 W,1
7 W,20.1 W,1
7 W,87 W,2
7 W,165 W,1
7 W,24.4 W,1
7 W,3 W,2
7 W,28.7 W,1
7 W,29.9 W,1
7 W,14 W,1
7 W,9.5 W,1
7 W,136 W,1
7 W,31.2 W,1
7 W,8.3 W,1
7 W,30 W,2
7 W,23.2 W,1
7 W,47 W,1
7 W,20 W,2
7 W,38 W,2
7 W,21.8 W,1
7 W,72 W,1
7 W,245 W,1
7 W,75 W,1
7 W,85 W,3
7 W,74 W,1
7 W,2.5 W,1
7 W,3.6 W,1
7 W,12 W,2
7 W,52.8 W,1
7 W,140 W,1
7 W,23 W,1
7 W,22 W,1
7 W,1.3 W,1
7 W,65 W,3
7 W,28 W,2
7 W,23.8 W,1
7 W,92 W,1
7 W,52 W,1
7 W,50 W,2
7 W,63.5 W,1
7 W,11.61 W,1
7 W,2.4 W,1
7 W,59.8 W,1
7 W,89 W,1
7 W,68.4 W,1
7 W,8 W,2
7 W,27 W,1
7 W,62.6 W,1
7 W,57.1 W,1
7 W,21 W,1
7 W,53 W,1
7 W,32 W,1
7 W,12.1 W,1
7 W,76 W,1
7 W,48 W,2
7 W,225 W,1
7 W,13 W,2
7 W,61.5 W,1
7 W,24.5 W,1
7 W,25.8 W,1
7 W,29.1 W,1
7 W,68.1 W,1
7 W,27.8 W,1
7 W,107 W,1
7 W,82 W,3
7 W,44 W,1
7 W,2 W,1
7 W,92.1 W,1
7 W,25 W,2
7 W,58.3 W,1
115 W,270 W,1
115 W,150 W,3
115 W,3.5 W,1
115 W,31 W,1
115 W,47 W,2
115 W,20 W,3
115 W,104 W,1
115 W,8.5 W,1
115 W,72 W,1
115 W,91 W,1
115 W,125 W,1
115 W,173 W,1
115 W,95 W,4
115 W,260 W,1
115 W,245 W,2
115 W,19 W,1
115 W,75 W,3
115 W,70 W,3
115 W,85 W,2
115 W,4 W,1
115 W,112 W,1
115 W,90 W,2
115 W,6.1 W,1
115 W,13.1 W,1
115 W,69 W,1
115 W,11.7 W,1
115 W,24 W,1
115 W,12 W,2
115 W,140 W,2
115 W,73 W,3
115 W,205 W,1
115 W,14.1 W,1
115 W,80 W,3
115 W,40 W,2
115 W,105 W,3
115 W,65 W,4
115 W,21.5 W,1
115 W,60 W,3
115 W,300 W,1
115 W,28 W,2
115 W,79 W,1
115 W,51 W,1
115 W,200 W,1
115 W,52 W,1
115 W,103 W,1
115 W,50 W,3
115 W,135 W,4
115 W,54 W,2
115 W,110 W,1
115 W,89 W,1
115 W,18 W,2
115 W,170 W,1
115 W,43 W,1
115 W,2.2 W,1
115 W,155 W,1
115 W,8 W,1
115 W,27 W,2
115 W,120 W,2
115 W,77 W,1
115 W,21 W,2
115 W,57 W,1
115 W,53 W,1
115 W,32 W,1
115 W,84 W,2
115 W,160 W,2
115 W,45 W,3
115 W,145 W,2
115 W,225 W,1
115 W,16 W,1
115 W,129 W,1
115 W,13 W,1
115 W,9 W,2
115 W,8.1 W,1
115 W,87 W,2
115 W,165 W,3
115 W,3 W,1
115 W,230 W,1
115 W,82 W,1
115 W,215 W,1
115 W,14 W,1
115 W,9.5 W,2
115 W,25 W,3
115 W,30 W,1
12 W,10.63 W,1
12 W,270 W,1
12 W,150 W,2
12 W,19.5 W,1
12 W,91 W,2
12 W,125 W,1
12 W,33.4 W,1
12 W,95 W,2
12 W,260 W,1
12 W,20.8 W,1
12 W,19 W,2
12 W,70 W,3
12 W,4 W,1
12 W,90 W,3
12 W,32.2 W,1
12 W,54.3 W,1
12 W,69 W,2
12 W,30.4 W,1
12 W,26.9 W,1
12 W,97 W,1
12 W,80 W,3
12 W,66.1 W,1
12 W,40 W,2
12 W,105 W,2
12 W,102.9 W,1
12 W,122 W,1
12 W,20.5 W,1
12 W,60 W,3
12 W,300 W,1
12 W,51 W,1
12 W,200 W,1
12 W,135 W,2
12 W,54 W,2
12 W,18 W,1
12 W,58 W,1
12 W,43 W,1
12 W,81.8 W,1
12 W,155 W,1
12 W,81.9 W,1
12 W,120 W,2
12 W,28.9 W,1
12 W,77 W,2
12 W,55.5 W,1
12 W,69.7 W,1
12 W,57 W,2
12 W,84 W,1
12 W,160 W,2
12 W,66.2 W,1
12 W,110.7 W,1
12 W,66.8 W,1
12 W,45 W,2
12 W,61 W,1
12 W,145 W,2
12 W,100 W,1
12 W,9 W,2
12 W,34.8 W,1
12 W,32.1 W,1
12 W,66 W,1
12 W,20.1 W,1
12 W,87 W,2
12 W,165 W,2
12 W,24.4 W,1
12 W,3 W,1
12 W,28.7 W,1
12 W,29.9 W,1
12 W,215 W,1
12 W,14 W,1
12 W,9.5 W,2
12 W,31.2 W,1
12 W,8.3 W,1
12 W,30 W,1
12 W,23.2 W,1
12 W,31 W,1
12 W,47 W,2
12 W,20 W,2
12 W,38 W,1
12 W,21.8 W,1
12 W,72 W,2
12 W,173 W,1
12 W,245 W,2
12 W,75 W,2
12 W,85 W,3
12 W,74 W,1
12 W,112 W,1
12 W,24 W,1
12 W,52.8 W,1
12 W,140 W,2
12 W,73 W,1
12 W,205 W,1
12 W,22 W,1
12 W,65 W,3
12 W,21.5 W,1
12 W,28 W,2
12 W,23.8 W,1
12 W,79 W,1
12 W,92 W,1
12 W,52 W,1
12 W,50 W,2
12 W,63.5 W,1
12 W,11.61 W,1
12 W,59.8 W,1
12 W,89 W,1
12 W,68.4 W,1
12 W,8 W,1
12 W,27 W,1
12 W,62.6 W,1
12 W,57.1 W,1
12 W,21 W,2
12 W,53 W,1
12 W,32 W,2
12 W,12.1 W,1
12 W,76 W,1
12 W,48 W,1
12 W,225 W,1
12 W,16 W,1
12 W,13 W,1
12 W,61.5 W,1
12 W,24.5 W,1
12 W,25.8 W,1
12 W,29.1 W,1
12 W,68.1 W,1
12 W,27.8 W,1
12 W,230 W,1
12 W,107 W,1
12 W,82 W,2
12 W,92.1 W,1
12 W,25 W,2
12 W,58.3 W,1
27 W,270 W,1
27 W,150 W,2
27 W,21.7 W,1
27 W,31 W,1
27 W,47 W,1
27 W,30.8 W,1
27 W,20 W,1
27 W,86 W,1
27 W,104 W,1
27 W,24.1 W,1
27 W,95 W,3
27 W,245 W,1
27 W,185 W,1
27 W,19 W,1
27 W,75 W,3
27 W,70 W,1
27 W,85 W,1
27 W,90 W,1
27 W,69 W,1
27 W,140 W,1
27 W,73 W,1
27 W,29.7 W,1
27 W,80 W,2
27 W,40 W,2
27 W,105 W,2
27 W,25.3 W,1
27 W,34 W,2
27 W,65 W,3
27 W,60 W,1
27 W,300 W,1
27 W,28 W,2
27 W,17.8 W,1
27 W,39.5 W,1
27 W,103 W,1
27 W,52 W,1
27 W,23.7 W,1
27 W,50 W,2
27 W,135 W,2
27 W,34.5 W,1
27 W,54 W,1
27 W,110 W,1
27 W,89 W,1
27 W,18 W,1
27 W,43 W,1
27 W,155 W,2
27 W,8 W,1
27 W,120 W,2
27 W,77 W,1
27 W,21 W,1
27 W,57 W,1
27 W,53 W,1
27 W,84 W,2
27 W,160 W,1
27 W,45 W,1
27 W,145 W,1
27 W,225 W,1
27 W,129 W,1
27 W,13 W,1
27 W,9 W,2
27 W,87 W,1
27 W,165 W,2
27 W,3 W,1
27 W,28.3 W,1
27 W,82 W,1
27 W,44 W,2
27 W,36.2 W,1
27 W,14 W,1
27 W,19.7 W,1
27 W,9.5 W,1
27 W,25 W,1
27 W,36 W,1
27 W,30 W,1
10.63 W,23.2 W,1
10.63 W,19.5 W,1
10.63 W,38 W,1
10.63 W,21.8 W,1
10.63 W,72 W,1
10.63 W,91 W,1
10.63 W,33.4 W,1
10.63 W,20.8 W,1
10.63 W,19 W,1
10.63 W,70 W,1
10.63 W,85 W,1
10.63 W,74 W,1
10.63 W,90 W,1
10.63 W,32.2 W,1
10.63 W,54.3 W,1
10.63 W,69 W,1
10.63 W,30.4 W,1
10.63 W,26.9 W,1
10.63 W,97 W,1
10.63 W,52.8 W,1
10.63 W,80 W,1
10.63 W,66.1 W,1
10.63 W,40 W,1
10.63 W,22 W,1
10.63 W,102.9 W,1
10.63 W,65 W,1
10.63 W,122 W,1
10.63 W,20.5 W,1
10.63 W,60 W,1
10.63 W,23.8 W,1
10.63 W,92 W,1
10.63 W,63.5 W,1
10.63 W,11.61 W,1
10.63 W,59.8 W,1
10.63 W,89 W,1
10.63 W,58 W,1
10.63 W,68.4 W,1
10.63 W,81.8 W,1
10.63 W,81.9 W,1
10.63 W,28.9 W,1
10.63 W,77 W,1
10.63 W,55.5 W,1
10.63 W,62.6 W,1
10.63 W,57.1 W,1
10.63 W,69.7 W,1
10.63 W,21 W,1
10.63 W,57 W,1
10.63 W,32 W,1
10.63 W,12.1 W,1
10.63 W,66.2 W,1
10.63 W,76 W,1
10.63 W,110.7 W,1
10.63 W,66.8 W,1
10.63 W,48 W,1
10.63 W,61 W,1
10.63 W,61.5 W,1
10.63 W,100 W,1
10.63 W,24.5 W,1
10.63 W,32.1 W,1
10.63 W,34.8 W,1
10.63 W,29.1 W,1
10.63 W,66 W,1
10.63 W,20.1 W,1
10.63 W,25.8 W,1
10.63 W,87 W,1
10.63 W,27.8 W,1
10.63 W,24.4 W,1
10.63 W,68.1 W,1
10.63 W,28.7 W,1
10.63 W,29.9 W,1
10.63 W,107 W,1
10.63 W,82 W,1
10.63 W,92.1 W,1
10.63 W,58.3 W,1
10.63 W,31.2 W,1
10.63 W,8.3 W,1
10.63 W,30 W,1
11.61 W,23.2 W,1
11.61 W,19.5 W,1
11.61 W,38 W,1
11.61 W,21.8 W,1
11.61 W,72 W,1
11.61 W,91 W,1
11.61 W,33.4 W,1
11.61 W,20.8 W,1
11.61 W,19 W,1
11.61 W,70 W,1
11.61 W,85 W,1
11.61 W,74 W,1
11.61 W,90 W,1
11.61 W,32.2 W,1
11.61 W,54.3 W,1
11.61 W,69 W,1
11.61 W,30.4 W,1
11.61 W,26.9 W,1
11.61 W,97 W,1
11.61 W,52.8 W,1
11.61 W,80 W,1
11.61 W,66.1 W,1
11.61 W,40 W,1
11.61 W,22 W,1
11.61 W,102.9 W,1
11.61 W,65 W,1
11.61 W,122 W,1
11.61 W,20.5 W,1
11.61 W,60 W,1
11.61 W,23.8 W,1
11.61 W,92 W,1
11.61 W,63.5 W,1
11.61 W,59.8 W,1
11.61 W,89 W,1
11.61 W,58 W,1
11.61 W,68.4 W,1
11.61 W,81.8 W,1
11.61 W,81.9 W,1
11.61 W,28.9 W,1
11.61 W,77 W,1
11.61 W,55.5 W,1
11.61 W,62.6 W,1
11.61 W,57.1 W,1
11.61 W,69.7 W,1
11.61 W,21 W,1
11.61 W,57 W,1
11.61 W,32 W,1
11.61 W,12.1 W,1
11.61 W,66.2 W,1
11.61 W,76 W,1
11.61 W,110.7 W,1
11.61 W,66.8 W,1
11.61 W,48 W,1
11.61 W,61 W,1
11.61 W,61.5 W,1
11.61 W,100 W,1
11.61 W,24.5 W,1
11.61 W,32.1 W,1
11.61 W,34.8 W,1
11.61 W,29.1 W,1
11.61 W,66 W,1
11.61 W,20.1 W,1
11.61 W,25.8 W,1
11.61 W,87 W,1
11.61 W,27.8 W,1
11.61 W,24.4 W,1
11.61 W,68.1 W,1
11.61 W,28.7 W,1
11.61 W,29.9 W,1
11.61 W,107 W,1
11.61 W,82 W,1
11.61 W,92.1 W,1
11.61 W,58.3 W,1
11.61 W,31.2 W,1
11.61 W,8.3 W,1
11.61 W,30 W,1
28.7 W,23.2 W,1
28.7 W,19.5 W,1
28.7 W,38 W,1
28.7 W,21.8 W,1
28.7 W,72 W,1
28.7 W,91 W,1
28.7 W,33.4 W,1
28.7 W,20.8 W,1
28.7 W,19 W,1
28.7 W,70 W,1
28.7 W,85 W,1
28.7 W,74 W,1
28.7 W,90 W,1
28.7 W,32.2 W,1
28.7 W,54.3 W,1
28.7 W,69 W,1
28.7 W,30.4 W,1
28.7 W,26.9 W,1
28.7 W,97 W,1
28.7 W,52.8 W,1
28.7 W,80 W,1
28.7 W,66.1 W,1
28.7 W,40 W,1
28.7 W,22 W,1
28.7 W,102.9 W,1
28.7 W,65 W,1
28.7 W,122 W,1
28.7 W,20.5 W,1
28.7 W,60 W,1
28.7 W,23.8 W,1
28.7 W,92 W,1
28.7 W,63.5 W,1
28.7 W,59.8 W,1
28.7 W,89 W,1
28.7 W,58 W,1
28.7 W,68.4 W,1
28.7 W,81.8 W,1
28.7 W,81.9 W,1
28.7 W,28.9 W,1
28.7 W,77 W,1
28.7 W,55.5 W,1
28.7 W,62.6 W,1
28.7 W,57.1 W,1
28.7 W,69.7 W,1
28.7 W,21 W,1
28.7 W,57 W,1
28.7 W,32 W,1
28.7 W,12.1 W,1
28.7 W,66.2 W,1
28.7 W,76 W,1
28.7 W,110.7 W,1
28.7 W,66.8 W,1
28.7 W,48 W,1
28.7 W,61 W,1
28.7 W,61.5 W,1
28.7 W,100 W,1
28.7 W,24.5 W,1
28.7 W,32.1 W,1
28.7 W,34.8 W,1
28.7 W,29.1 W,1
28.7 W,66 W,1
28.7 W,20.1 W,1
28.7 W,25.8 W,1
28.7 W,87 W,1
28.7 W,27.8 W,1
28.7 W,24.4 W,1
28.7 W,68.1 W,1
28.7 W,29.9 W,1
28.7 W,107 W,1
28.7 W,82 W,1
28.7 W,92.1 W,1
28.7 W,58.3 W,1
28.7 W,31.2 W,1
28.7 W,8.3 W,1
28.7 W,30 W,1
84 W,270 W,1
84 W,150 W,1
84 W,47 W,1
84 W,20 W,1
84 W,104 W,1
84 W,95 W,2
84 W,245 W,1
84 W,75 W,2
84 W,85 W,1
84 W,70 W,1
84 W,90 W,1
84 W,69 W,1
84 W,140 W,1
84 W,73 W,1
84 W,80 W,1
84 W,40 W,1
84 W,105 W,1
84 W,65 W,2
84 W,60 W,1
84 W,300 W,1
84 W,28 W,1
84 W,103 W,1
84 W,52 W,1
84 W,50 W,1
84 W,135 W,2
84 W,54 W,1
84 W,110 W,1
84 W,89 W,1
84 W,18 W,1
84 W,43 W,1
84 W,155 W,1
84 W,8 W,1
84 W,120 W,1
84 W,77 W,1
84 W,21 W,1
84 W,53 W,1
84 W,57 W,1
84 W,160 W,1
84 W,45 W,1
84 W,145 W,1
84 W,225 W,1
84 W,129 W,1
84 W,13 W,1
84 W,9 W,1
84 W,87 W,1
84 W,165 W,2
84 W,3 W,1
84 W,82 W,1
84 W,14 W,1
84 W,9.5 W,1
84 W,25 W,1
68.4 W,23.2 W,1
68.4 W,19.5 W,1
68.4 W,38 W,1
68.4 W,21.8 W,1
68.4 W,72 W,1
68.4 W,91 W,1
68.4 W,33.4 W,1
68.4 W,20.8 W,1
68.4 W,19 W,1
68.4 W,70 W,1
68.4 W,85 W,1
68.4 W,74 W,1
68.4 W,90 W,1
68.4 W,32.2 W,1
68.4 W,54.3 W,1
68.4 W,69 W,1
68.4 W,30.4 W,1
68.4 W,26.9 W,1
68.4 W,97 W,1
68.4 W,52.8 W,1
68.4 W,80 W,1
68.4 W,66.1 W,1
68.4 W,40 W,1
68.4 W,22 W,1
68.4 W,102.9 W,1
68.4 W,65 W,1
68.4 W,122 W,1
68.4 W,20.5 W,1
68.4 W,60 W,1
68.4 W,23.8 W,1
68.4 W,92 W,1
68.4 W,63.5 W,1
68.4 W,59.8 W,1
68.4 W,89 W,1
68.4 W,58 W,1
68.4 W,81.8 W,1
68.4 W,81.9 W,1
68.4 W,28.9 W,1
68.4 W,77 W,1
68.4 W,55.5 W,1
68.4 W,62.6 W,1
68.4 W,57.1 W,1
68.4 W,69.7 W,1
68.4 W,21 W,1
68.4 W,57 W,1
68.4 W,32 W,1
68.4 W,12.1 W,1
68.4 W,66.2 W,1
68.4 W,76 W,1
68.4 W,110.7 W,1
68.4 W,66.8 W,1
68.4 W,48 W,1
68.4 W,61 W,1
68.4 W,61.5 W,1
68.4 W,100 W,1
68.4 W,24.5 W,1
68.4 W,32.1 W,1
68.4 W,34.8 W,1
68.4 W,29.1 W,1
68.4 W,66 W,1
68.4 W,20.1 W,1
68.4 W,25.8 W,1
68.4 W,87 W,1
68.4 W,27.8 W,1
68.4 W,24.4 W,1
68.4 W,68.1 W,1
68.4 W,29.9 W,1
68.4 W,107 W,1
68.4 W,82 W,1
68.4 W,92.1 W,1
68.4 W,58.3 W,1
68.4 W,31.2 W,1
68.4 W,8.3 W,1
68.4 W,30 W,1
30.4 W,23.2 W,1
30.4 W,19.5 W,1
30.4 W,38 W,1
