source,target,weight
61.5 W,110.7 W,1
61.5 W,66.8 W,1
61.5 W,48 W,1
61.5 W,100 W,1
61.5 W,24.5 W,1
61.5 W,32.1 W,1
61.5 W,34.8 W,1
61.5 W,29.1 W,1
61.5 W,66 W,1
61.5 W,87 W,1
61.5 W,27.8 W,1
61.5 W,24.4 W,1
61.5 W,29.9 W,1
61.5 W,107 W,1
61.5 W,92.1 W,1
61.5 W,58.3 W,1
61.5 W,8.3 W,1
38 W,150 W,1
38 W,3.3 W,1
38 W,20 W,1
38 W,8.5 W,1
38 W,1.4 W,1
38 W,21.8 W,1
38 W,72 W,1
38 W,91 W,1
38 W,0.65 W,1
38 W,33.4 W,1
38 W,19 W,1
38 W,70 W,1
38 W,85 W,2
38 W,74 W,1
38 W,4 W,1
38 W,90 W,2
38 W,2.5 W,1
38 W,3.6 W,1
38 W,69 W,1
38 W,97 W,1
38 W,52.8 W,1
38 W,80 W,2
38 W,105 W,1
38 W,1.3 W,1
38 W,102.9 W,1
38 W,122 W,1
38 W,20.5 W,1
38 W,60 W,2
38 W,23.8 W,1
38 W,92 W,1
38 W,50 W,1
38 W,63.5 W,1
38 W,2.4 W,1
38 W,58 W,1
38 W,81.8 W,1
38 W,2.2 W,1
38 W,8 W,1
38 W,120 W,1
38 W,28.9 W,1
38 W,77 W,1
38 W,55.5 W,1
38 W,69.7 W,1
38 W,57 W,1
38 W,66.2 W,1
38 W,110.7 W,1
38 W,66.8 W,1
38 W,48 W,2
38 W,45 W,1
38 W,100 W,1
38 W,13 W,1
38 W,24.5 W,1
38 W,32.1 W,1
38 W,34.8 W,1
38 W,29.1 W,1
38 W,66 W,1
38 W,87 W,1
38 W,27.8 W,1
38 W,24.4 W,1
38 W,3 W,1
38 W,29.9 W,1
38 W,107 W,1
38 W,44 W,1
38 W,2 W,1
38 W,92.1 W,1
38 W,25 W,1
38 W,136 W,1
38 W,58.3 W,1
38 W,8.3 W,1
21.5 W,150 W,1
21.5 W,56 W,1
21.5 W,31 W,1
21.5 W,25.4 W,1
21.5 W,47 W,1
21.5 W,57.8 W,1
21.5 W,20 W,2
21.5 W,72 W,2
21.5 W,91 W,1
21.5 W,125 W,1
21.5 W,173 W,1
21.5 W,260 W,1
21.5 W,245 W,1
21.5 W,19 W,1
21.5 W,75 W,1
21.5 W,70 W,1
21.5 W,85 W,1
21.5 W,17.6 W,1
21.5 W,4 W,1
21.5 W,23.6 W,1
21.5 W,65.8 W,1
21.5 W,90 W,1
21.5 W,16.8 W,1
21.5 W,112 W,1
21.5 W,29 W,1
21.5 W,51.6 W,1
21.5 W,24 W,2
21.5 W,140 W,1
21.5 W,73 W,1
21.5 W,205 W,1
21.5 W,80 W,1
21.5 W,26.7 W,1
21.5 W,105 W,1
21.5 W,16.5 W,1
21.5 W,34 W,1
21.5 W,60 W,1
21.5 W,23.3 W,1
21.5 W,21.3 W,1
21.5 W,79 W,1
21.5 W,51 W,1
21.5 W,200 W,1
21.5 W,20.6 W,1
21.5 W,19.2 W,1
21.5 W,50 W,1
21.5 W,29.6 W,1
21.5 W,135 W,1
21.5 W,54 W,1
21.5 W,18.8 W,1
21.5 W,120 W,1
21.5 W,160 W,1
21.5 W,45 W,1
21.5 W,145 W,1
21.5 W,16 W,1
21.5 W,13 W,1
21.5 W,9 W,1
21.5 W,165 W,1
21.5 W,230 W,1
21.5 W,68 W,1
21.5 W,215 W,1
21.5 W,25.7 W,1
21.5 W,77.5 W,1
21.5 W,27.4 W,1
21.5 W,9.5 W,1
21.5 W,59.2 W,1
21.5 W,25 W,1
21.5 W,33 W,1
21.5 W,54.7 W,1
21.5 W,15.5 W,1
70 W,270 W,1
70 W,150 W,3
70 W,8.5 W,1
70 W,91 W,2
70 W,125 W,1
70 W,33.4 W,1
70 W,260 W,1
70 W,19 W,2
70 W,4 W,1
70 W,90 W,3
70 W,13.1 W,1
70 W,69 W,2
70 W,97 W,1
70 W,14.1 W,1
70 W,80 W,4
70 W,105 W,3
70 W,102.9 W,1
70 W,122 W,1
70 W,20.5 W,1
70 W,60 W,4
70 W,300 W,1
70 W,51 W,1
70 W,200 W,1
70 W,135 W,3
70 W,54 W,2
70 W,18 W,2
70 W,58 W,1
70 W,43 W,1
70 W,81.8 W,1
70 W,2.2 W,1
70 W,155 W,1
70 W,120 W,2
70 W,28.9 W,1
70 W,77 W,2
70 W,55.5 W,1
70 W,69.7 W,1
70 W,57 W,2
70 W,160 W,2
70 W,66.2 W,1
70 W,110.7 W,1
70 W,66.8 W,1
70 W,45 W,3
70 W,145 W,2
70 W,100 W,1
70 W,9 W,2
70 W,34.8 W,1
70 W,32.1 W,1
70 W,66 W,1
70 W,87 W,3
70 W,165 W,2
70 W,24.4 W,1
70 W,3 W,1
70 W,29.9 W,1
70 W,215 W,1
70 W,9.5 W,2
70 W,8.3 W,1
70 W,3.5 W,1
70 W,31 W,1
70 W,47 W,2
70 W,20 W,3
70 W,21.8 W,1
70 W,72 W,2
70 W,173 W,1
70 W,245 W,2
70 W,75 W,2
70 W,85 W,3
70 W,74 W,1
70 W,112 W,1
70 W,6.1 W,1
70 W,11.7 W,1
70 W,24 W,1
70 W,52.8 W,1
70 W,140 W,2
70 W,73 W,2
70 W,205 W,1
70 W,23.8 W,1
70 W,79 W,1
70 W,92 W,1
70 W,52 W,1
70 W,50 W,3
70 W,63.5 W,1
70 W,170 W,1
70 W,8 W,1
70 W,53 W,1
70 W,48 W,1
70 W,225 W,1
70 W,16 W,1
70 W,13 W,1
70 W,24.5 W,1
70 W,29.1 W,1
70 W,27.8 W,1
70 W,8.1 W,1
70 W,230 W,1
70 W,107 W,1
70 W,92.1 W,1
70 W,25 W,3
70 W,58.3 W,1
73 W,150 W,2
73 W,3.5 W,1
73 W,31 W,1
73 W,47 W,1
73 W,20 W,2
73 W,104 W,1
73 W,8.5 W,1
73 W,72 W,1
73 W,91 W,1
73 W,125 W,1
73 W,173 W,1
73 W,260 W,1
73 W,245 W,1
73 W,19 W,1
73 W,75 W,2
73 W,85 W,1
73 W,4 W,1
73 W,112 W,1
73 W,90 W,1
73 W,6.1 W,1
73 W,13.1 W,1
73 W,11.7 W,1
73 W,24 W,1
73 W,140 W,1
73 W,205 W,1
73 W,14.1 W,1
73 W,80 W,2
73 W,105 W,2
73 W,60 W,2
73 W,79 W,1
73 W,51 W,1
73 W,200 W,1
73 W,50 W,2
73 W,135 W,3
73 W,54 W,1
73 W,110 W,1
73 W,18 W,1
73 W,170 W,1
73 W,2.2 W,1
73 W,120 W,1
73 W,160 W,1
73 W,45 W,2
73 W,145 W,1
73 W,16 W,1
73 W,129 W,1
73 W,9 W,1
73 W,8.1 W,1
73 W,87 W,1
73 W,165 W,2
73 W,230 W,1
73 W,215 W,1
73 W,9.5 W,1
73 W,25 W,2
24.5 W,21.8 W,1
24.5 W,72 W,1
24.5 W,91 W,1
24.5 W,33.4 W,1
24.5 W,19 W,1
24.5 W,85 W,1
24.5 W,74 W,1
24.5 W,90 W,1
24.5 W,69 W,1
24.5 W,97 W,1
24.5 W,52.8 W,1
24.5 W,80 W,1
24.5 W,102.9 W,1
24.5 W,122 W,1
24.5 W,20.5 W,1
24.5 W,60 W,1
24.5 W,23.8 W,1
24.5 W,92 W,1
24.5 W,63.5 W,1
24.5 W,58 W,1
24.5 W,81.8 W,1
24.5 W,28.9 W,1
24.5 W,77 W,1
24.5 W,55.5 W,1
24.5 W,69.7 W,1
24.5 W,57 W,1
24.5 W,66.2 W,1
24.5 W,110.7 W,1
24.5 W,66.8 W,1
24.5 W,48 W,1
24.5 W,100 W,1
24.5 W,32.1 W,1
24.5 W,34.8 W,1
24.5 W,29.1 W,1
24.5 W,66 W,1
24.5 W,87 W,1
24.5 W,27.8 W,1
24.5 W,24.4 W,1
24.5 W,29.9 W,1
24.5 W,107 W,1
24.5 W,92.1 W,1
24.5 W,58.3 W,1
24.5 W,8.3 W,1
25.3 W,21.7 W,1
25.3 W,24.1 W,1
25.3 W,28.3 W,1
25.3 W,44 W,1
25.3 W,34 W,1
25.3 W,36.2 W,1
25.3 W,19.7 W,1
25.3 W,17.8 W,1
25.3 W,39.5 W,1
25.3 W,23.7 W,1
25.3 W,36 W,1
29.9 W,21.8 W,1
29.9 W,72 W,1
29.9 W,91 W,1
29.9 W,33.4 W,1
29.9 W,19 W,1
29.9 W,85 W,1
29.9 W,74 W,1
29.9 W,90 W,1
29.9 W,69 W,1
29.9 W,97 W,1
29.9 W,52.8 W,1
29.9 W,80 W,1
29.9 W,102.9 W,1
29.9 W,122 W,1
29.9 W,20.5 W,1
29.9 W,60 W,1
29.9 W,23.8 W,1
29.9 W,92 W,1
29.9 W,63.5 W,1
29.9 W,58 W,1
29.9 W,81.8 W,1
29.9 W,28.9 W,1
29.9 W,77 W,1
29.9 W,55.5 W,1
29.9 W,69.7 W,1
29.9 W,57 W,1
29.9 W,66.2 W,1
29.9 W,110.7 W,1
29.9 W,66.8 W,1
29.9 W,48 W,1
29.9 W,100 W,1
29.9 W,32.1 W,1
29.9 W,34.8 W,1
29.9 W,29.1 W,1
29.9 W,66 W,1
29.9 W,87 W,1
29.9 W,27.8 W,1
29.9 W,24.4 W,1
29.9 W,107 W,1
29.9 W,92.1 W,1
29.9 W,58.3 W,1
29.9 W,8.3 W,1
69.7 W,21.8 W,1
69.7 W,72 W,1
69.7 W,91 W,1
69.7 W,33.4 W,1
69.7 W,19 W,1
69.7 W,85 W,1
69.7 W,74 W,1
69.7 W,90 W,1
69.7 W,69 W,1
69.7 W,97 W,1
69.7 W,52.8 W,1
69.7 W,80 W,1
69.7 W,102.9 W,1
69.7 W,122 W,1
69.7 W,20.5 W,1
69.7 W,60 W,1
69.7 W,23.8 W,1
69.7 W,92 W,1
69.7 W,63.5 W,1
69.7 W,58 W,1
69.7 W,81.8 W,1
69.7 W,28.9 W,1
69.7 W,77 W,1
69.7 W,55.5 W,1
69.7 W,57 W,1
69.7 W,66.2 W,1
69.7 W,110.7 W,1
69.7 W,66.8 W,1
69.7 W,48 W,1
69.7 W,100 W,1
69.7 W,32.1 W,1
69.7 W,34.8 W,1
69.7 W,29.1 W,1
69.7 W,66 W,1
69.7 W,87 W,1
69.7 W,27.8 W,1
69.7 W,24.4 W,1
69.7 W,107 W,1
69.7 W,92.1 W,1
69.7 W,58.3 W,1
69.7 W,8.3 W,1
31 W,150 W,2
31 W,47 W,1
31 W,20 W,1
31 W,72 W,1
31 W,91 W,1
31 W,125 W,1
31 W,173 W,1
31 W,260 W,1
31 W,245 W,1
31 W,185 W,1
31 W,19 W,2
31 W,75 W,2
31 W,85 W,1
31 W,4 W,1
31 W,112 W,1
31 W,90 W,1
31 W,24 W,1
31 W,140 W,1
31 W,205 W,1
31 W,80 W,2
31 W,105 W,2
31 W,34 W,1
31 W,60 W,1
31 W,79 W,1
31 W,51 W,1
31 W,200 W,1
31 W,50 W,2
31 W,135 W,1
31 W,54 W,1
31 W,155 W,1
31 W,120 W,2
31 W,160 W,1
31 W,45 W,1
31 W,145 W,1
31 W,16 W,1
31 W,9 W,2
31 W,165 W,1
31 W,230 W,1
31 W,44 W,1
31 W,215 W,1
31 W,9.5 W,1
31 W,25 W,1
57.8 W,18.8 W,1
57.8 W,56 W,1
57.8 W,25.4 W,1
57.8 W,20 W,1
57.8 W,72 W,1
57.8 W,19.2 W,1
57.8 W,23.6 W,1
57.8 W,16.8 W,1
57.8 W,17.6 W,1
57.8 W,65.8 W,1
57.8 W,29 W,1
57.8 W,13 W,1
57.8 W,51.6 W,1
57.8 W,24 W,1
57.8 W,26.7 W,1
57.8 W,68 W,1
57.8 W,16.5 W,1
57.8 W,25.7 W,1
57.8 W,77.5 W,1
57.8 W,34 W,1
57.8 W,27.4 W,1
57.8 W,23.3 W,1
57.8 W,21.3 W,1
57.8 W,59.2 W,1
57.8 W,20.6 W,1
57.8 W,33 W,1
57.8 W,54.7 W,1
57.8 W,15.5 W,1
57.8 W,29.6 W,1
16.8 W,18.8 W,1
16.8 W,56 W,1
16.8 W,25.4 W,1
16.8 W,20 W,1
16.8 W,72 W,1
16.8 W,19.2 W,1
16.8 W,23.6 W,1
16.8 W,17.6 W,1
16.8 W,65.8 W,1
16.8 W,29 W,1
16.8 W,13 W,1
16.8 W,51.6 W,1
16.8 W,24 W,1
16.8 W,26.7 W,1
16.8 W,68 W,1
16.8 W,16.5 W,1
16.8 W,25.7 W,1
16.8 W,77.5 W,1
16.8 W,34 W,1
16.8 W,27.4 W,1
16.8 W,23.3 W,1
16.8 W,21.3 W,1
16.8 W,59.2 W,1
16.8 W,20.6 W,1
16.8 W,33 W,1
16.8 W,54.7 W,1
16.8 W,15.5 W,1
16.8 W,29.6 W,1
21.8 W,72 W,1
21.8 W,91 W,1
21.8 W,33.4 W,1
21.8 W,19 W,1
21.8 W,85 W,1
21.8 W,74 W,1
21.8 W,90 W,1
21.8 W,69 W,1
21.8 W,97 W,1
21.8 W,52.8 W,1
21.8 W,80 W,1
21.8 W,102.9 W,1
21.8 W,122 W,1
21.8 W,20.5 W,1
21.8 W,60 W,1
21.8 W,23.8 W,1
21.8 W,92 W,1
21.8 W,63.5 W,1
21.8 W,58 W,1
21.8 W,81.8 W,1
21.8 W,28.9 W,1
21.8 W,77 W,1
21.8 W,55.5 W,1
21.8 W,57 W,1
21.8 W,66.2 W,1
21.8 W,110.7 W,1
21.8 W,66.8 W,1
21.8 W,48 W,1
21.8 W,100 W,1
21.8 W,32.1 W,1
21.8 W,34.8 W,1
21.8 W,29.1 W,1
21.8 W,66 W,1
21.8 W,87 W,1
21.8 W,27.8 W,1
21.8 W,24.4 W,1
21.8 W,107 W,1
21.8 W,92.1 W,1
21.8 W,58.3 W,1
21.8 W,8.3 W,1
18 W,270 W,1
18 W,150 W,2
18 W,3.5 W,1
18 W,47 W,1
18 W,20 W,2
18 W,8.5 W,1
18 W,245 W,1
18 W,75 W,1
18 W,85 W,1
18 W,90 W,1
18 W,6.1 W,1
18 W,13.1 W,1
18 W,69 W,1
18 W,11.7 W,1
18 W,140 W,1
18 W,14.1 W,1
18 W,80 W,2
18 W,105 W,2
18 W,60 W,2
18 W,300 W,1
18 W,52 W,1
18 W,50 W,2
18 W,135 W,2
18 W,54 W,1
18 W,170 W,1
18 W,43 W,1
18 W,2.2 W,1
18 W,155 W,1
18 W,8 W,1
18 W,120 W,1
18 W,77 W,1
18 W,53 W,1
18 W,57 W,1
18 W,160 W,1
18 W,45 W,2
18 W,145 W,1
18 W,225 W,1
18 W,13 W,1
18 W,9 W,1
18 W,8.1 W,1
18 W,87 W,2
18 W,165 W,1
18 W,3 W,1
18 W,9.5 W,1
18 W,25 W,2
29.1 W,72 W,1
29.1 W,91 W,1
29.1 W,33.4 W,1
29.1 W,19 W,1
29.1 W,85 W,1
29.1 W,74 W,1
29.1 W,90 W,1
29.1 W,69 W,1
29.1 W,97 W,1
29.1 W,52.8 W,1
29.1 W,80 W,1
29.1 W,102.9 W,1
29.1 W,122 W,1
29.1 W,20.5 W,1
29.1 W,60 W,1
29.1 W,23.8 W,1
29.1 W,92 W,1
29.1 W,63.5 W,1
29.1 W,58 W,1
29.1 W,81.8 W,1
29.1 W,28.9 W,1
29.1 W,77 W,1
29.1 W,55.5 W,1
29.1 W,57 W,1
29.1 W,66.2 W,1
29.1 W,110.7 W,1
29.1 W,66.8 W,1
29.1 W,48 W,1
29.1 W,100 W,1
29.1 W,32.1 W,1
29.1 W,34.8 W,1
29.1 W,66 W,1
29.1 W,87 W,1
29.1 W,27.8 W,1
29.1 W,24.4 W,1
29.1 W,107 W,1
29.1 W,92.1 W,1
29.1 W,58.3 W,1
29.1 W,8.3 W,1
33 W,18.8 W,1
33 W,56 W,1
33 W,25.4 W,1
33 W,20 W,1
33 W,72 W,1
33 W,19.2 W,1
33 W,23.6 W,1
33 W,17.6 W,1
33 W,65.8 W,1
33 W,29 W,1
33 W,13 W,1
33 W,51.6 W,1
33 W,24 W,1
33 W,26.7 W,1
33 W,68 W,1
33 W,16.5 W,1
33 W,25.7 W,1
33 W,77.5 W,1
33 W,34 W,1
33 W,27.4 W,1
33 W,23.3 W,1
33 W,21.3 W,1
33 W,59.2 W,1
33 W,20.6 W,1
33 W,54.7 W,1
33 W,15.5 W,1
33 W,29.6 W,1
69 W,270 W,1
69 W,150 W,1
69 W,91 W,1
69 W,33.4 W,1
69 W,19 W,1
69 W,90 W,2
69 W,97 W,1
69 W,80 W,2
69 W,105 W,1
69 W,102.9 W,1
69 W,122 W,1
69 W,20.5 W,1
69 W,60 W,2
69 W,300 W,1
69 W,135 W,1
69 W,54 W,1
69 W,58 W,1
69 W,43 W,1
69 W,81.8 W,1
69 W,155 W,1
69 W,120 W,1
69 W,28.9 W,1
69 W,77 W,2
69 W,55.5 W,1
69 W,57 W,2
69 W,160 W,1
69 W,66.2 W,1
69 W,110.7 W,1
69 W,66.8 W,1
69 W,45 W,1
69 W,145 W,1
69 W,100 W,1
69 W,9 W,1
69 W,34.8 W,1
69 W,32.1 W,1
69 W,66 W,1
69 W,87 W,2
69 W,165 W,1
69 W,24.4 W,1
69 W,3 W,1
69 W,9.5 W,1
69 W,8.3 W,1
69 W,47 W,1
69 W,20 W,1
69 W,72 W,1
69 W,245 W,1
69 W,75 W,1
69 W,85 W,2
69 W,74 W,1
69 W,52.8 W,1
69 W,140 W,1
69 W,23.8 W,1
69 W,92 W,1
69 W,52 W,1
69 W,50 W,1
69 W,63.5 W,1
69 W,8 W,1
69 W,53 W,1
69 W,48 W,1
69 W,225 W,1
69 W,13 W,1
69 W,27.8 W,1
69 W,107 W,1
69 W,92.1 W,1
69 W,25 W,1
69 W,58.3 W,1
102.9 W,72 W,1
102.9 W,91 W,1
102.9 W,33.4 W,1
102.9 W,19 W,1
102.9 W,85 W,1
102.9 W,74 W,1
102.9 W,90 W,1
102.9 W,97 W,1
102.9 W,52.8 W,1
102.9 W,80 W,1
102.9 W,122 W,1
102.9 W,20.5 W,1
102.9 W,60 W,1
102.9 W,23.8 W,1
102.9 W,92 W,1
102.9 W,63.5 W,1
102.9 W,58 W,1
102.9 W,81.8 W,1
102.9 W,28.9 W,1
102.9 W,77 W,1
102.9 W,55.5 W,1
102.9 W,57 W,1
102.9 W,66.2 W,1
102.9 W,110.7 W,1
102.9 W,66.8 W,1
102.9 W,48 W,1
102.9 W,100 W,1
102.9 W,32.1 W,1
102.9 W,34.8 W,1
102.9 W,66 W,1
102.9 W,87 W,1
102.9 W,27.8 W,1
102.9 W,24.4 W,1
102.9 W,107 W,1
102.9 W,92.1 W,1
102.9 W,58.3 W,1
102.9 W,8.3 W,1
54.7 W,18.8 W,1
54.7 W,56 W,1
54.7 W,25.4 W,1
54.7 W,20 W,1
54.7 W,72 W,1
54.7 W,19.2 W,1
54.7 W,23.6 W,1
54.7 W,17.6 W,1
54.7 W,65.8 W,1
54.7 W,29 W,1
54.7 W,13 W,1
54.7 W,51.6 W,1
54.7 W,24 W,1
54.7 W,26.7 W,1
54.7 W,68 W,1
54.7 W,16.5 W,1
54.7 W,25.7 W,1
54.7 W,77.5 W,1
54.7 W,34 W,1
54.7 W,27.4 W,1
54.7 W,23.3 W,1
54.7 W,21.3 W,1
54.7 W,59.2 W,1
54.7 W,20.6 W,1
54.7 W,15.5 W,1
54.7 W,29.6 W,1
15.5 W,18.8 W,1
15.5 W,56 W,1
15.5 W,25.4 W,1
15.5 W,20 W,1
15.5 W,72 W,1
15.5 W,19.2 W,1
15.5 W,23.6 W,1
15.5 W,17.6 W,1
15.5 W,65.8 W,1
15.5 W,29 W,1
15.5 W,13 W,1
15.5 W,51.6 W,1
15.5 W,24 W,1
15.5 W,26.7 W,1
15.5 W,68 W,1
15.5 W,16.5 W,1
15.5 W,25.7 W,1
15.5 W,77.5 W,1
15.5 W,34 W,1
15.5 W,27.4 W,1
15.5 W,23.3 W,1
15.5 W,21.3 W,1
15.5 W,59.2 W,1
15.5 W,20.6 W,1
15.5 W,29.6 W,1
29 W,18.8 W,1
29 W,56 W,1
29 W,25.4 W,1
29 W,20 W,1
29 W,72 W,1
29 W,19.2 W,1
29 W,23.6 W,1
29 W,17.6 W,1
29 W,65.8 W,1
29 W,13 W,1
29 W,51.6 W,1
29 W,24 W,1
29 W,26.7 W,1
29 W,68 W,1
29 W,16.5 W,1
29 W,25.7 W,1
29 W,77.5 W,1
29 W,34 W,1
29 W,27.4 W,1
29 W,23.3 W,1
29 W,21.3 W,1
29 W,59.2 W,1
29 W,20.6 W,1
29 W,29.6 W,1
81.8 W,72 W,1
81.8 W,91 W,1
81.8 W,33.4 W,1
81.8 W,19 W,1
81.8 W,85 W,1
81.8 W,74 W,1
81.8 W,90 W,1
81.8 W,97 W,1
81.8 W,52.8 W,1
81.8 W,80 W,1
81.8 W,122 W,1
81.8 W,20.5 W,1
81.8 W,60 W,1
81.8 W,23.8 W,1
81.8 W,92 W,1
81.8 W,63.5 W,1
81.8 W,58 W,1
81.8 W,28.9 W,1
81.8 W,77 W,1
81.8 W,55.5 W,1
81.8 W,57 W,1
81.8 W,66.2 W,1
81.8 W,110.7 W,1
81.8 W,66.8 W,1
81.8 W,48 W,1
81.8 W,100 W,1
81.8 W,32.1 W,1
81.8 W,34.8 W,1
81.8 W,66 W,1
81.8 W,87 W,1
81.8 W,27.8 W,1
81.8 W,24.4 W,1
81.8 W,107 W,1
81.8 W,92.1 W,1
81.8 W,58.3 W,1
81.8 W,8.3 W,1
66.2 W,72 W,1
66.2 W,91 W,1
66.2 W,33.4 W,1
66.2 W,19 W,1
66.2 W,85 W,1
66.2 W,74 W,1
66.2 W,90 W,1
66.2 W,97 W,1
66.2 W,52.8 W,1
66.2 W,80 W,1
66.2 W,122 W,1
66.2 W,20.5 W,1
66.2 W,60 W,1
66.2 W,23.8 W,1
66.2 W,92 W,1
66.2 W,63.5 W,1
66.2 W,58 W,1
66.2 W,28.9 W,1
66.2 W,77 W,1
66.2 W,55.5 W,1
66.2 W,57 W,1
66.2 W,110.7 W,1
66.2 W,66.8 W,1
66.2 W,48 W,1
66.2 W,100 W,1
66.2 W,32.1 W,1
66.2 W,34.8 W,1
66.2 W,66 W,1
66.2 W,87 W,1
66.2 W,27.8 W,1
66.2 W,24.4 W,1
66.2 W,107 W,1
66.2 W,92.1 W,1
66.2 W,58.3 W,1
66.2 W,8.3 W,1
110.7 W,72 W,1
110.7 W,91 W,1
110.7 W,33.4 W,1
110.7 W,19 W,1
110.7 W,85 W,1
110.7 W,74 W,1
110.7 W,90 W,1
110.7 W,97 W,1
110.7 W,52.8 W,1
110.7 W,80 W,1
110.7 W,122 W,1
110.7 W,20.5 W,1
110.7 W,60 W,1
110.7 W,23.8 W,1
110.7 W,92 W,1
110.7 W,63.5 W,1
110.7 W,58 W,1
110.7 W,28.9 W,1
110.7 W,77 W,1
110.7 W,55.5 W,1
110.7 W,57 W,1
110.7 W,66.8 W,1
110.7 W,48 W,1
110.7 W,100 W,1
110.7 W,32.1 W,1
110.7 W,34.8 W,1
110.7 W,66 W,1
110.7 W,87 W,1
110.7 W,27.8 W,1
110.7 W,24.4 W,1
110.7 W,107 W,1
110.7 W,92.1 W,1
110.7 W,58.3 W,1
110.7 W,8.3 W,1
92.1 W,72 W,1
92.1 W,91 W,1
92.1 W,33.4 W,1
92.1 W,19 W,1
92.1 W,85 W,1
92.1 W,74 W,1
92.1 W,90 W,1
92.1 W,97 W,1
92.1 W,52.8 W,1
92.1 W,80 W,1
92.1 W,122 W,1
92.1 W,20.5 W,1
92.1 W,60 W,1
92.1 W,23.8 W,1
92.1 W,92 W,1
92.1 W,63.5 W,1
92.1 W,58 W,1
92.1 W,28.9 W,1
92.1 W,77 W,1
92.1 W,55.5 W,1
92.1 W,57 W,1
92.1 W,66.8 W,1
92.1 W,48 W,1
92.1 W,100 W,1
92.1 W,32.1 W,1
92.1 W,34.8 W,1
92.1 W,66 W,1
92.1 W,87 W,1
92.1 W,27.8 W,1
92.1 W,24.4 W,1
92.1 W,107 W,1
92.1 W,58.3 W,1
92.1 W,8.3 W,1
58 W,72 W,1
58 W,91 W,1
58 W,33.4 W,1
58 W,19 W,1
58 W,85 W,1
58 W,74 W,1
58 W,90 W,1
58 W,97 W,1
58 W,52.8 W,1
58 W,80 W,1
58 W,122 W,1
58 W,20.5 W,1
58 W,60 W,1
58 W,23.8 W,1
58 W,92 W,1
58 W,63.5 W,1
58 W,28.9 W,1
58 W,77 W,1
58 W,55.5 W,1
58 W,57 W,1
58 W,66.8 W,1
58 W,48 W,1
58 W,100 W,1
58 W,32.1 W,1
58 W,34.8 W,1
58 W,66 W,1
58 W,87 W,1
58 W,27.8 W,1
58 W,24.4 W,1
58 W,107 W,1
58 W,58.3 W,1
58 W,8.3 W,1
51.6 W,18.8 W,1
51.6 W,56 W,1
51.6 W,25.4 W,1
51.6 W,20 W,1
51.6 W,72 W,1
51.6 W,19.2 W,1
51.6 W,23.6 W,1
51.6 W,17.6 W,1
51.6 W,65.8 W,1
51.6 W,13 W,1
51.6 W,24 W,1
51.6 W,26.7 W,1
51.6 W,68 W,1
51.6 W,16.5 W,1
51.6 W,25.7 W,1
51.6 W,77.5 W,1
51.6 W,34 W,1
51.6 W,27.4 W,1
51.6 W,23.3 W,1
51.6 W,21.3 W,1
51.6 W,59.2 W,1
51.6 W,20.6 W,1
51.6 W,29.6 W,1
34 W,21.7 W,1
34 W,150 W,1
34 W,56 W,1
34 W,25.4 W,1
34 W,20 W,1
34 W,24.1 W,1
34 W,72 W,1
34 W,185 W,1
34 W,19 W,1
34 W,75 W,1
34 W,23.6 W,1
34 W,17.6 W,1
34 W,65.8 W,1
34 W,24 W,1
34 W,80 W,1
34 W,26.7 W,1
34 W,105 W,1
34 W,16.5 W,1
34 W,23.3 W,1
34 W,21.3 W,1
34 W,17.8 W,1
34 W,39.5 W,1
34 W,20.6 W,1
34 W,19.2 W,1
34 W,23.7 W,1
34 W,50 W,1
34 W,29.6 W,1
34 W,18.8 W,1
34 W,155 W,1
34 W,120 W,1
34 W,13 W,1
34 W,9 W,1
34 W,28.3 W,1
34 W,68 W,1
34 W,44 W,2
34 W,77.5 W,1
34 W,36.2 W,1
34 W,25.7 W,1
34 W,27.4 W,1
34 W,19.7 W,1
34 W,59.2 W,1
34 W,36 W,1
20.5 W,72 W,1
20.5 W,91 W,1
20.5 W,33.4 W,1
20.5 W,19 W,1
20.5 W,85 W,1
20.5 W,74 W,1
20.5 W,90 W,1
20.5 W,97 W,1
20.5 W,52.8 W,1
20.5 W,80 W,1
20.5 W,122 W,1
20.5 W,60 W,1
20.5 W,23.8 W,1
20.5 W,92 W,1
20.5 W,63.5 W,1
20.5 W,28.9 W,1
20.5 W,77 W,1
20.5 W,55.5 W,1
20.5 W,57 W,1
20.5 W,66.8 W,1
20.5 W,48 W,1
20.5 W,100 W,1
20.5 W,32.1 W,1
20.5 W,34.8 W,1
20.5 W,66 W,1
20.5 W,87 W,1
20.5 W,27.8 W,1
20.5 W,24.4 W,1
20.5 W,107 W,1
20.5 W,58.3 W,1
20.5 W,8.3 W,1
53 W,135 W,1
53 W,270 W,1
53 W,150 W,1
53 W,54 W,1
53 W,47 W,1
53 W,20 W,1
53 W,43 W,1
53 W,155 W,1
53 W,8 W,1
53 W,120 W,1
53 W,77 W,1
53 W,57 W,1
53 W,245 W,1
53 W,160 W,1
53 W,75 W,1
53 W,85 W,1
53 W,90 W,1
53 W,45 W,1
53 W,145 W,1
53 W,225 W,1
53 W,13 W,1
53 W,9 W,1
53 W,87 W,1
53 W,140 W,1
53 W,165 W,1
53 W,3 W,1
53 W,80 W,1
53 W,105 W,1
53 W,9.5 W,1
53 W,300 W,1
53 W,60 W,1
53 W,25 W,1
53 W,52 W,1
53 W,50 W,1
51 W,135 W,1
